id	lnClb	lnCub
acser_c	-14.50865774	-3.912023005
acser_e	0	0
actACP_c	-14.50865774	-3.912023005
actp_c	-14.50865774	-3.912023005
ade_c	-14.50865774	-3.912023005
ade_e	0	0
adn_c	-14.50865774	-3.912023005
adn_e	0	0
adocbi_c	-14.50865774	-3.912023005
adocbip_c	-14.50865774	-3.912023005
adocbl_c	-14.50865774	-3.912023005
adocbl_e	0	0
adp_c	-14.50865774	-3.912023005
adpglc_c	-14.50865774	-3.912023005
adprib_c	-14.50865774	-3.912023005
agdpcbi_c	-14.50865774	-3.912023005
ahcys_c	-14.50865774	-3.912023005
ahdt_c	-14.50865774	-3.912023005
aicar_c	-14.50865774	-3.912023005
air_c	-14.50865774	-3.912023005
akg_c	-14.50865774	-2.302585093
akg_e	0	0
alaala_c	-14.50865774	-3.912023005
alaala_e	0	0
ala_B_c	-14.50865774	-3.912023005
ala_B_e	0	0
alac_S_c	-14.50865774	-3.912023005
ala_D_c	-14.50865774	-3.912023005
ala_D_e	-14.50865774	-3.912023005
ala_L_c	-14.50865774	-3.912023005
ala_L_e	-14.50865774	-3.912023005
alatrna_c	-14.50865774	-3.912023005
amet_c	-14.50865774	-3.912023005
ametam_c	-14.50865774	-3.912023005
amob_c	-14.50865774	-3.912023005
amp_c	-14.50865774	-3.912023005
amp_e	0	0
anhgm_c	-14.50865774	-3.912023005
anhgm4p_c	-14.50865774	-3.912023005
anth_c	-14.50865774	-3.912023005
ap5a_c	-14.50865774	-3.912023005
apg_c	-14.50865774	-3.912023005
apo_c	-14.50865774	-3.912023005
apoACP_c	-14.50865774	-3.912023005
aps_c	-14.50865774	-3.912023005
arabino_c	-14.50865774	-3.912023005
arab_L_c	-14.50865774	-3.912023005
arab_L_e	-14.50865774	-3.912023005
arbt_e	0	0
arbt6p_c	-14.50865774	-3.912023005
arg_L_c	-14.50865774	-3.912023005
arg_L_e	-14.50865774	-3.912023005
argsuc_c	-14.50865774	-3.912023005
argtrna_c	-14.50865774	-3.912023005
ascb6p_c	-14.50865774	-3.912023005
ascb_L_e	-14.50865774	-3.912023005
asn_L_c	-14.50865774	-3.912023005
asn_L_e	-14.50865774	-3.912023005
asntrna_c	-14.50865774	-3.912023005
asp_L_c	-14.50865774	-3.912023005
asp_L_e	-14.50865774	-3.912023005
aspsa_c	-14.50865774	-3.912023005
asptrna_c	-14.50865774	-3.912023005
atp_c	-14.50865774	-3.912023005
b2coa_c	-14.50865774	-3.912023005
bccp_c	-14.50865774	-3.912023005
bccp_e	-14.50865774	-3.912023005
betald_c	-14.50865774	-3.912023005
bglycogen_c	-14.50865774	-3.912023005
biomass_c	-14.50865774	-3.912023005
bmoco_c	-14.50865774	-3.912023005
btamp_c	-14.50865774	-3.912023005
btcoa_c	-14.50865774	-3.912023005
btn_c	-14.50865774	-3.912023005
btn_e	0	0
btnco2_c	-14.50865774	-3.912023005
but2eACP_c	-14.50865774	-3.912023005
butACP_c	-14.50865774	-3.912023005
bwco_c	-14.50865774	-3.912023005
ca2_c	-14.50865774	-3.912023005
ca2_e	0	0
camp_c	-14.50865774	-3.912023005
cbasp_c	-14.50865774	-3.912023005
cbccp_c	-14.50865774	-3.912023005
cbp_c	-14.50865774	-3.912023005
cd2_c	-14.50865774	-3.912023005
cd2_e	0	0
cddec5eACP_c	-14.50865774	-3.912023005
cdec3eACP_c	-14.50865774	-3.912023005
cdp_c	-14.50865774	-3.912023005
cdpdag_c	-14.50865774	-3.912023005
cdpdddecg_c	-14.50865774	-3.912023005
cdpdhdec9eg_c	-14.50865774	-3.912023005
cdpdhdecg_c	-14.50865774	-3.912023005
cdpdodec11eg_c	-14.50865774	-3.912023005
cdpdodecg_c	-14.50865774	-3.912023005
cdpdtdec7eg_c	-14.50865774	-3.912023005
cdpdtdecg_c	-14.50865774	-3.912023005
cgly_c	-14.50865774	-3.912023005
cgly_e	0	0
ch4s_c	-14.50865774	-3.912023005
chor_c	-14.50865774	-3.912023005
chtbs_e	0	0
chtbs6p_c	-14.50865774	-3.912023005
cit_c	-14.50865774	-3.912023005
cit_e	0	0
citr_L_c	-14.50865774	-3.912023005
cl_c	-14.50865774	-3.912023005
cl_e	0	0
clpn_c	-14.50865774	-3.912023005
cmp_c	-14.50865774	-3.912023005
cmp_e	0	0
co2_c	-16.11809565	-9.210340372
co2_e	0	0
coa_c	-14.50865774	-3.912023005
cobalt2_c	-14.50865774	-3.912023005
cobalt2_e	0	0
cpmp_c	-14.50865774	-3.912023005
cpppg3_c	-14.50865774	-3.912023005
crn_c	-14.50865774	-3.912023005
crn_e	0	0
crncoa_c	-14.50865774	-3.912023005
crn_D_c	-14.50865774	-3.912023005
crn_D_e	-14.50865774	-3.912023005
crnDcoa_c	-14.50865774	-3.912023005
crtn_c	-14.50865774	-3.912023005
ctbt_c	-14.50865774	-3.912023005
ctbt_e	-14.50865774	-3.912023005
ctbtcoa_c	-14.50865774	-3.912023005
ctp_c	-14.50865774	-3.912023005
cu_c	-14.50865774	-3.912023005
cu_e	0	0
cu2_c	-14.50865774	-3.912023005
cu2_e	0	0
cyan_c	-14.50865774	-3.912023005
cyan_e	0	0
cys_L_c	-14.50865774	-3.912023005
cys_L_e	-14.50865774	-3.912023005
cyst_L_c	-14.50865774	-3.912023005
cystrna_c	-14.50865774	-3.912023005
cytd_c	-14.50865774	-3.912023005
cytd_e	0	0
d52dg_c	-14.50865774	-3.912023005
d5dg_c	-14.50865774	-3.912023005
daD_2_c	-14.50865774	-3.912023005
daD_2_e	0	0
daD_5_c	-14.50865774	-3.912023005
dadp_c	-14.50865774	-3.912023005
damp_c	-14.50865774	-3.912023005
damp_e	0	0
dann_c	-14.50865774	-3.912023005
datp_c	-14.50865774	-3.912023005
db4p_c	-14.50865774	-3.912023005
dc2coa_c	-14.50865774	-3.912023005
dca_c	-14.50865774	-3.912023005
dca_e	0	0
dcaACP_c	-14.50865774	-3.912023005
dcacoa_c	-14.50865774	-3.912023005
dcamp_c	-14.50865774	-3.912023005
dcdp_c	-14.50865774	-3.912023005
dcmp_c	-14.50865774	-3.912023005
dcmp_e	0	0
dctp_c	-14.50865774	-3.912023005
dcyt_c	-14.50865774	-3.912023005
dcyt_e	0	0
dd2coa_c	-14.50865774	-3.912023005
ddca_c	-14.50865774	-3.912023005
ddca_e	0	0
ddcaACP_c	-14.50865774	-3.912023005
ddcacoa_c	-14.50865774	-3.912023005
ddcap_c	-14.50865774	-3.912023005
dgdp_c	-14.50865774	-3.912023005
dgmp_c	-14.50865774	-3.912023005
dgmp_e	0	0
dgsn_c	-14.50865774	-3.912023005
dgsn_e	0	0
dgtp_c	-14.50865774	-3.912023005
dha_c	-14.50865774	-3.912023005
dha_e	0	0
dhap_c	-14.50865774	-3.912023005
dhf_c	-14.50865774	-3.912023005
dhgly_c	-14.50865774	-3.912023005
dhmptp_c	-14.50865774	-3.912023005
dhna_c	-14.50865774	-3.912023005
dhor_S_c	-14.50865774	-3.912023005
dhpt_c	-14.50865774	-3.912023005
dhptdn_c	-14.50865774	-3.912023005
dimp_c	-14.50865774	-3.912023005
dimp_e	0	0
din_c	-14.50865774	-3.912023005
din_e	0	0
didp_c	-14.50865774	-3.912023005
ditp_c	-14.50865774	-3.912023005
dmbzid_c	-14.50865774	-3.912023005
dmlz_c	-14.50865774	-3.912023005
dmpp_c	-14.50865774	-3.912023005
dms_c	-14.50865774	-3.912023005
dms_e	0	0
dmso_c	-14.50865774	-3.912023005
dmso_e	0	0
dna_c	-14.50865774	-3.912023005
dnad_c	-14.50865774	-3.912023005
dpcoa_c	-14.50865774	-3.912023005
dscL_c	-14.50865774	-3.912023005
dtbt_c	-14.50865774	-3.912023005
dtdp_c	-14.50865774	-3.912023005
dtdp4d6dg_c	-14.50865774	-3.912023005
dtdp4d6dm_c	-14.50865774	-3.912023005
dtdpglu_c	-14.50865774	-3.912023005
dtmp_c	-14.50865774	-3.912023005
dtmp_e	0	0
dttp_c	-14.50865774	-3.912023005
dudp_c	-14.50865774	-3.912023005
dump_c	-14.50865774	-3.912023005
dump_e	0	0
duri_c	-14.50865774	-3.912023005
duri_e	0	0
dutp_c	-14.50865774	-3.912023005
dxyl5p_c	-14.50865774	-3.912023005
e4p_c	-14.50865774	-3.912023005
eig3p_c	-14.50865774	-3.912023005
etha_c	-14.50865774	-3.912023005
etha_e	0	0
etoh_c	-14.50865774	-3.912023005
etoh_e	0	0
f1p_c	-14.50865774	-3.912023005
f6p_c	-14.50865774	-3.912023005
f6p_e	0	0
fad_c	-14.50865774	-3.912023005
fadh2_c	-14.50865774	-3.912023005
fald_c	-14.50865774	-3.912023005
fdp_c	-14.50865774	-3.912023005
fdxox_c	-14.50865774	-3.912023005
fdxrd_c	-14.50865774	-3.912023005
fe2_c	-14.50865774	-3.912023005
fe2_e	0	0
fe3_c	-14.50865774	-3.912023005
fe3_e	0	0
fe3dhbzs_c	-14.50865774	-3.912023005
fe3dhbzs_e	0	0
fgam_c	-14.50865774	-3.912023005
fldox_c	-14.50865774	-3.912023005
fldrd_c	-14.50865774	-3.912023005
fmettrna_c	-14.50865774	-3.912023005
fmn_c	-14.50865774	-3.912023005
fmnh2_c	-14.50865774	-3.912023005
for_c	-14.50865774	-3.912023005
for_e	0	0
fpram_c	-14.50865774	-3.912023005
fprica_c	-14.50865774	-3.912023005
frdp_c	-14.50865774	-3.912023005
freemyco_c	-14.50865774	-3.912023005
fru_c	-14.50865774	-3.912023005
fru_e	0	0
fruur_c	-14.50865774	-3.912023005
fruur_e	0	0
fum_c	-14.50865774	-3.912023005
fum_e	0	0
g1p_c	-14.50865774	-3.912023005
g1p_e	0	0
g3p_c	-14.50865774	-3.912023005
g3pc_c	-14.50865774	-3.912023005
g3pc_e	0	0
g3pe_c	-14.50865774	-3.912023005
g3pe_e	0	0
g3pg_c	-14.50865774	-3.912023005
g3pg_e	0	0
g3pi_c	-14.50865774	-3.912023005
g3pi_e	0	0
g3ps_c	-14.50865774	-3.912023005
g3ps_e	0	0
g6p_c	-14.50865774	-3.912023005
g6p_e	0	0
gal_c	-14.50865774	-3.912023005
gal1p_c	-14.50865774	-3.912023005
gal1p_e	0	0
galt_e	0	0
galt1p_c	-14.50865774	-3.912023005
gam_c	-14.50865774	-3.912023005
gam_e	0	0
gam1p_c	-14.50865774	-3.912023005
gam6p_c	-14.50865774	-3.912023005
gam6p_e	0	0
gar_c	-14.50865774	-3.912023005
gcald_c	-14.50865774	-3.912023005
gdp_c	-14.50865774	-3.912023005
gdpmann_c	-14.50865774	-3.912023005
gdptp_c	-14.50865774	-3.912023005
glc_D_c	-14.50865774	-3.912023005
glc_D_e	-14.50865774	-3.912023005
glcn_c	-14.50865774	-3.912023005
glcn_e	0	0
glcr_c	-14.50865774	-3.912023005
glcur_c	-14.50865774	-3.912023005
glcur_e	0	0
glcur1p_c	-14.50865774	-3.912023005
glcur1p_e	0	0
gln_L_c	-14.50865774	-3.912023005
gln_L_e	-14.50865774	-3.912023005
glntrna_c	-14.50865774	-3.912023005
glu1sa_c	-14.50865774	-3.912023005
glu5p_c	-14.50865774	-3.912023005
glu5sa_c	-14.50865774	-3.912023005
glucys_c	-14.50865774	-3.912023005
glu_D_c	-14.50865774	-3.912023005
glu_L_c	-14.50865774	-3.912023005
glu_L_e	-14.50865774	-3.912023005
glutrna_c	-14.50865774	-3.912023005
glx_c	-14.50865774	-3.912023005
gly_c	-14.50865774	-3.912023005
gly_e	0	0
glyald_c	-14.50865774	-3.912023005
glyald_e	0	0
glyb_c	-14.50865774	-3.912023005
glyb_e	0	0
glyc_c	-14.50865774	-3.912023005
glyc_e	0	0
glyc2p_c	-14.50865774	-3.912023005
glyc2p_e	0	0
glyc3p_c	-14.50865774	-3.912023005
glyc3p_e	0	0
glyclt_c	-14.50865774	-3.912023005
glycogen_c	-14.50865774	-3.912023005
glyc_R_c	-14.50865774	-3.912023005
glyc_R_e	-14.50865774	-3.912023005
glytrna_c	-14.50865774	-3.912023005
gmp_c	-14.50865774	-3.912023005
gmp_e	0	0
gp4g_c	-14.50865774	-3.912023005
grdp_c	-14.50865774	-3.912023005
grxox_c	-14.50865774	-3.912023005
grxrd_c	-14.50865774	-3.912023005
gsn_c	-14.50865774	-3.912023005
gsn_e	0	0
gthox_c	-14.50865774	-3.912023005
gthrd_c	-14.50865774	-3.912023005
gthrd_e	0	0
gtp_c	-14.50865774	-3.912023005
gua_c	-14.50865774	-3.912023005
gua_e	0	0
h_c	0	0
h_e	0	0
h2_c	-14.50865774	-3.912023005
h2_e	0	0
h2mb4p_c	-14.50865774	-3.912023005
h2o_c	0	0
h2o_e	0	0
h2o2_c	-14.50865774	-3.912023005
h2s_c	-14.50865774	-3.912023005
h2s_e	0	0
hcat_c	-14.50865774	-3.912023005
hco3_c	-16.11809565	-3.912023005
hcys_L_c	-14.50865774	-3.912023005
hdca_c	-14.50865774	-3.912023005
hdca_e	0	0
hdcap_c	-14.50865774	-3.912023005
hdcea_c	-14.50865774	-3.912023005
hdcea_e	0	0
hdceap_c	-14.50865774	-3.912023005
hdcoa_c	-14.50865774	-3.912023005
hdd2coa_c	-14.50865774	-3.912023005
hdeACP_c	-14.50865774	-3.912023005
hexACP_c	-14.50865774	-3.912023005
his_L_c	-14.50865774	-3.912023005
his_L_e	-14.50865774	-3.912023005
hisp_c	-14.50865774	-3.912023005
histd_c	-14.50865774	-3.912023005
histrna_c	-14.50865774	-3.912023005
hmbil_c	-14.50865774	-3.912023005
hom_L_c	-14.50865774	-3.912023005
hom_L_e	-14.50865774	-3.912023005
hpyr_c	-14.50865774	-3.912023005
hx2coa_c	-14.50865774	-3.912023005
hxa_c	-14.50865774	-3.912023005
hxa_e	0	0
hxan_c	-14.50865774	-3.912023005
hxan_e	0	0
hxcoa_c	-14.50865774	-3.912023005
iasp_c	-14.50865774	-3.912023005
ichor_c	-14.50865774	-3.912023005
icit_c	-14.50865774	-3.912023005
idp_c	-14.50865774	-3.912023005
ile_L_c	-14.50865774	-3.912023005
ile_L_e	-14.50865774	-3.912023005
iletrna_c	-14.50865774	-3.912023005
imacp_c	-14.50865774	-3.912023005
imp_c	-14.50865774	-3.912023005
imp_e	0	0
indole_c	-14.50865774	-3.912023005
indole_e	0	0
inost_c	-14.50865774	-3.912023005
inost_e	0	0
ins_c	-14.50865774	-3.912023005
ins_e	0	0
ions_c	-14.50865774	-3.912023005
ipdp_c	-14.50865774	-3.912023005
isetac_c	-14.50865774	-3.912023005
itp_c	-14.50865774	-3.912023005
k_c	-14.50865774	-3.912023005
k_e	0	0
lac_D_c	-14.50865774	-3.912023005
lac_D_e	-14.50865774	-3.912023005
lac_L_c	-14.50865774	-3.912023005
lac_L_e	-14.50865774	-3.912023005
LalaDgluMdapDala_c	-14.50865774	-3.912023005
leu_L_c	-14.50865774	-3.912023005
leu_L_e	-14.50865774	-3.912023005
leutrna_c	-14.50865774	-3.912023005
lgt_S_c	-14.50865774	-3.912023005
lipoamp_c	-14.50865774	-3.912023005
lipoate_c	-14.50865774	-3.912023005
lipopb_c	-14.50865774	-3.912023005
lys_L_c	-14.50865774	-3.912023005
lys_L_e	-14.50865774	-3.912023005
lystrna_c	-14.50865774	-3.912023005
lyx_L_c	-14.50865774	-3.912023005
malACP_c	-14.50865774	-3.912023005
malcoa_c	-14.50865774	-3.912023005
maL_L_c	-14.50865774	-3.912023005
maL_L_e	-14.50865774	-3.912023005
malt_c	-14.50865774	-3.912023005
malt_e	0	0
malt6p_c	-14.50865774	-3.912023005
malthp_c	-14.50865774	-3.912023005
malthx_c	-14.50865774	-3.912023005
maltpt_c	-14.50865774	-3.912023005
malttr_c	-14.50865774	-3.912023005
maltttr_c	-14.50865774	-3.912023005
man_e	0	0
man1p_c	-14.50865774	-3.912023005
man6p_c	-14.50865774	-3.912023005
man6p_e	0	0
mercppyr_c	-14.50865774	-3.912023005
methf_c	-14.50865774	-3.912023005
met_L_c	-14.50865774	-3.912023005
met_L_e	-14.50865774	-3.912023005
metsox_S_L_c	-14.50865774	-3.912023005
mettrna_c	-14.50865774	-3.912023005
mg2_c	-14.50865774	-3.912023005
mg2_e	0	0
mi1p_D_c	-14.50865774	-3.912023005
mi3p_D_c	-14.50865774	-3.912023005
micit_c	-14.50865774	-3.912023005
mlthf_c	-14.50865774	-3.912023005
mmcoa_R_c	-14.50865774	-3.912023005
mmcoa_S_c	-14.50865774	-3.912023005
mn2_c	-14.50865774	-3.912023005
mn2_e	0	0
mnl_c	-14.50865774	-3.912023005
mnl_e	0	0
mnl1p_c	-14.50865774	-3.912023005
moadamp_c	-14.50865774	-3.912023005
moadcoo_c	-14.50865774	-3.912023005
moadcosh_c	-14.50865774	-3.912023005
mobd_c	-14.50865774	-3.912023005
moco_c	-14.50865774	-3.912023005
mpt_c	-14.50865774	-3.912023005
mptamp_c	-14.50865774	-3.912023005
mql8_c	-14.50865774	-3.912023005
mqn8_c	-14.50865774	-3.912023005
msa_c	-14.50865774	-3.912023005
mthgxl_c	-14.50865774	-3.912023005
murein4p3p_c	-14.50865774	-3.912023005
murein4p4p_c	-14.50865774	-3.912023005
murein5p3p_c	-14.50865774	-3.912023005
murein5p4p_c	-14.50865774	-3.912023005
murein5p5p_c	-14.50865774	-3.912023005
murein5p5p_e	-14.50865774	-3.912023005
murein5p5p5p_c	-14.50865774	-3.912023005
murein5p5p5p_e	-14.50865774	-3.912023005
murein5px3p_c	-14.50865774	-3.912023005
murein5px4p_c	-14.50865774	-3.912023005
murein5px4px4p_c	-14.50865774	-3.912023005
mycoli_c	-14.50865774	-3.912023005
myrsACP_c	-14.50865774	-3.912023005
N1aspmd_c	-14.50865774	-3.912023005
n2o_c	-14.50865774	-3.912023005
n2o_e	0	0
n8aspmd_c	-14.50865774	-3.912023005
na1_c	-14.50865774	-3.912023005
na1_e	0	0
nac_c	-14.50865774	-3.912023005
nac_e	0	0
nad_c	-14.50865774	-3.912023005
nadh_c	-14.50865774	-3.912023005
nadp_c	-14.50865774	-3.912023005
nadph_c	-14.50865774	-3.912023005
ncam_c	-14.50865774	-3.912023005
nh3_c	-14.50865774	-3.912023005
nh4_c	-14.50865774	-3.912023005
nh4_e	0	0
ni2_c	-14.50865774	-3.912023005
ni2_e	0	0
nicrnt_c	-14.50865774	-3.912023005
nmeth_c	-14.50865774	-3.912023005
nmn_c	-14.50865774	-3.912023005
nmn_e	0	0
no_c	-14.50865774	-3.912023005
no_e	0	0
no2_c	-14.50865774	-3.912023005
no2_e	0	0
no3_c	-14.50865774	-3.912023005
no3_e	0	0
o2_c	-14.50865774	-8.517193191
o2_e	0	0
o2s_c	-14.50865774	-3.912023005
o2s_e	0	0
oaa_c	-14.50865774	-3.912023005
oc2coa_c	-14.50865774	-3.912023005
ocACP_c	-14.50865774	-3.912023005
occoa_c	-14.50865774	-3.912023005
ocdca_c	-14.50865774	-3.912023005
ocdca_e	0	0
ocdcaACP_c	-14.50865774	-3.912023005
ocdcap_c	-14.50865774	-3.912023005
ocdcea_c	-14.50865774	-3.912023005
ocdcea_e	0	0
ocdceap_c	-14.50865774	-3.912023005
octa_c	-14.50865774	-3.912023005
octa_e	0	0
octapb_c	-14.50865774	-3.912023005
octdp_c	-14.50865774	-3.912023005
octeACP_c	-14.50865774	-3.912023005
od2coa_c	-14.50865774	-3.912023005
odecoa_c	-14.50865774	-3.912023005
ohpb_c	-14.50865774	-3.912023005
orn_c	-14.50865774	-3.912023005
orn_e	0	0
orot_c	-14.50865774	-3.912023005
orot_e	0	0
orot5p_c	-14.50865774	-3.912023005
pa_c	-14.50865774	-3.912023005
pa120_c	-14.50865774	-3.912023005
pa120_e	-14.50865774	-3.912023005
pa140_c	-14.50865774	-3.912023005
pa140_e	-14.50865774	-3.912023005
pa141_c	-14.50865774	-3.912023005
pa141_e	-14.50865774	-3.912023005
pa160_c	-14.50865774	-3.912023005
pa160_e	-14.50865774	-3.912023005
pa161_c	-14.50865774	-3.912023005
pa161_e	-14.50865774	-3.912023005
pa180_c	-14.50865774	-3.912023005
pa180_e	-14.50865774	-3.912023005
pa181_c	-14.50865774	-3.912023005
pa181_e	-14.50865774	-3.912023005
pac_c	-14.50865774	-3.912023005
pacald_c	-14.50865774	-3.912023005
palmACP_c	-14.50865774	-3.912023005
pan4p_c	-14.50865774	-3.912023005
pant_R_c	-14.50865774	-3.912023005
pap_c	-14.50865774	-3.912023005
paps_c	-14.50865774	-3.912023005
pdx5p_c	-14.50865774	-3.912023005
pep_c	-14.50865774	-3.912023005
peptid_c	-14.50865774	-3.912023005
pgp120_c	-14.50865774	-3.912023005
pgp120_e	-14.50865774	-3.912023005
pgp140_c	-14.50865774	-3.912023005
pgp140_e	-14.50865774	-3.912023005
pgp141_c	-14.50865774	-3.912023005
pgp141_e	-14.50865774	-3.912023005
pgp160_c	-14.50865774	-3.912023005
pgp160_e	-14.50865774	-3.912023005
pgp161_c	-14.50865774	-3.912023005
pgp161_e	-14.50865774	-3.912023005
pgp180_c	-14.50865774	-3.912023005
pgp180_e	-14.50865774	-3.912023005
pgp181_c	-14.50865774	-3.912023005
pgp181_e	-14.50865774	-3.912023005
phe_L_c	-14.50865774	-3.912023005
phe_L_e	-14.50865774	-3.912023005
pheme_c	-14.50865774	-3.912023005
pheme_e	0	0
phetrna_c	-14.50865774	-3.912023005
phom_c	-14.50865774	-3.912023005
phosph_c	-14.50865774	-3.912023005
phpyr_c	-14.50865774	-3.912023005
phthr_c	-14.50865774	-3.912023005
pi_c	-14.50865774	-3.912023005
pi_e	0	0
pim_c	-14.50865774	-3.912023005
